,¶©µ¥ºÅ,SKU±àÂë,ÊýÁ¿
3210,334,21,7
3211,334,25,8
3212,334,27,15
3213,334,28,19
3214,335,0,10
3215,335,1,8
3216,335,2,6
3217,335,3,18
3218,335,4,5
3219,335,5,15
3220,335,9,19
3221,335,10,18
3222,335,11,18
3223,335,13,11
3224,335,26,14
3225,335,27,16
3226,335,28,10
3227,336,1,15
3228,336,2,19
3229,336,5,12
3230,336,11,17
3231,336,15,14
3232,336,17,18
3233,336,19,11
3234,336,26,5
3235,336,27,18
3236,336,28,11
3237,337,5,19
3238,337,9,8
3239,337,13,14
3240,337,14,8
3241,337,18,12
3242,337,19,12
3243,337,20,12
3244,337,21,17
3245,337,23,6
3246,338,6,11
3247,338,12,13
3248,338,13,5
3249,338,16,7
3250,338,18,15
3251,338,19,8
3252,338,22,18
3253,339,8,13
3254,339,9,10
3255,339,16,6
3256,339,18,14
3257,339,19,11
3258,339,20,18
3259,339,26,15
3260,339,29,5
3261,340,0,14
3262,340,3,9
3263,340,5,15
3264,340,7,10
3265,340,8,15
3266,340,10,17
3267,340,11,5
3268,340,18,13
3269,340,19,18
3270,340,20,5
3271,340,21,14
3272,340,23,15
3273,340,27,9
3274,340,28,15
3275,341,4,15
3276,341,7,15
3277,341,8,8
3278,341,10,9
3279,341,14,9
3280,341,16,15
3281,341,17,7
3282,341,20,8
3283,341,23,7
3284,341,25,18
3285,341,27,7
3286,341,29,17
3287,342,5,6
3288,342,7,19
3289,342,10,18
3290,342,14,15
3291,342,15,18
3292,342,19,13
3293,342,20,6
3294,342,24,12
3295,342,27,7
3296,343,0,10
3297,343,1,7
3298,343,8,7
3299,343,16,15
3300,343,24,17
3301,343,25,18
3302,343,27,18
3303,344,0,14
3304,344,1,7
3305,344,4,13
3306,344,8,6
3307,344,17,6
3308,344,28,15
3309,345,1,16
3310,345,4,11
3311,345,7,13
3312,345,8,18
3313,345,9,11
3314,345,11,13
3315,345,14,10
3316,345,15,15
3317,345,17,10
3318,345,22,12
3319,345,23,12
3320,345,26,5
3321,345,28,13
3322,345,29,16
3323,346,0,7
3324,346,2,6
3325,346,4,15
3326,346,5,19
3327,346,7,9
3328,346,13,16
3329,346,14,17
3330,346,15,17
3331,346,16,13
3332,346,18,13
3333,346,19,17
3334,346,24,11
3335,347,11,14
3336,347,13,18
3337,347,14,11
3338,347,21,17
3339,347,23,10
3340,347,29,10
3341,348,6,6
3342,348,14,10
3343,348,19,9
3344,348,22,10
3345,348,28,17
3346,348,29,12
3347,349,0,12
3348,349,7,18
3349,349,13,16
3350,349,14,15
3351,349,17,16
3352,349,20,5
3353,350,1,9
3354,350,5,6
3355,350,7,15
3356,350,11,12
3357,350,12,13
3358,350,13,7
3359,350,15,18
3360,350,17,11
3361,350,19,12
3362,350,25,5
3363,350,26,17
3364,350,27,16
3365,350,28,18
3366,351,2,15
3367,351,3,7
3368,351,10,7
3369,351,16,13
3370,351,17,8
3371,351,25,13
3372,352,1,12
3373,352,7,7
3374,352,11,16
3375,352,13,17
3376,352,20,18
3377,352,23,12
3378,352,25,11
3379,353,6,6
3380,353,8,5
3381,353,10,5
3382,353,13,16
3383,353,18,5
3384,353,20,7
3385,354,1,12
3386,354,7,12
3387,354,8,8
3388,354,11,5
3389,354,12,13
3390,354,13,7
3391,354,15,10
3392,354,17,5
3393,354,19,5
3394,354,21,13
3395,354,22,19
3396,354,26,9
3397,354,28,7
3398,355,1,19
3399,355,4,8
3400,355,6,18
3401,355,8,10
3402,355,9,12
3403,355,15,7
3404,355,16,8
3405,355,17,17
3406,355,18,19
3407,355,20,8
3408,355,23,17
3409,356,4,11
3410,356,5,10
3411,356,9,6
3412,356,12,18
3413,356,16,19
3414,356,17,5
3415,356,18,15
3416,356,19,18
3417,356,20,14
3418,356,21,8
3419,356,24,19
3420,357,5,18
3421,357,7,11
3422,357,10,16
3423,357,11,11
3424,357,13,13
3425,357,17,12
3426,357,21,5
3427,357,23,18
3428,357,26,5
3429,358,5,7
3430,358,10,7
3431,358,15,15
3432,358,16,12
3433,358,17,14
3434,358,19,6
3435,358,20,11
3436,358,21,9
3437,358,23,8
3438,358,24,8
3439,358,25,6
3440,358,26,7
3441,358,27,5
3442,358,28,9
3443,359,0,19
3444,359,3,18
3445,359,7,12
3446,359,11,16
3447,359,12,6
3448,359,14,8
3449,359,15,7
3450,359,18,16
3451,359,22,9
3452,359,27,11
3453,360,0,13
3454,360,1,16
3455,360,2,6
3456,360,5,13
3457,360,7,16
3458,360,10,19
3459,360,11,13
3460,360,12,8
3461,360,15,19
3462,360,16,9
3463,360,18,12
3464,360,21,15
3465,360,26,10
3466,360,29,17
3467,361,1,15
3468,361,4,14
3469,361,9,17
3470,361,14,14
3471,361,19,12
3472,361,21,10
3473,361,22,16
3474,361,27,6
3475,362,3,17
3476,362,6,19
3477,362,8,15
3478,362,9,13
3479,362,12,19
3480,362,13,9
3481,362,14,12
3482,362,16,7
3483,362,17,14
3484,362,27,5
3485,362,28,12
3486,363,9,6
3487,363,11,7
3488,363,14,7
3489,363,15,6
3490,363,19,18
3491,363,23,6
3492,363,25,13
3493,364,1,10
3494,364,6,14
3495,364,11,12
3496,364,13,13
3497,364,14,12
3498,364,16,7
3499,364,17,11
3500,364,21,13
3501,365,3,16
3502,365,7,5
3503,365,8,5
3504,365,9,11
3505,365,20,6
3506,365,28,5
3507,365,29,5
3508,366,0,18
3509,366,2,17
3510,366,9,5
3511,366,10,19
3512,366,11,18
3513,366,12,11
3514,366,13,14
3515,366,19,17
3516,366,20,9
3517,366,21,16
3518,366,25,9
3519,366,28,9
3520,367,0,12
3521,367,5,16
3522,367,6,16
3523,367,13,15
3524,367,15,7
3525,367,17,5
3526,367,19,6
3527,367,22,11
3528,367,27,16
3529,367,29,15
3530,368,9,11
3531,368,16,15
3532,368,17,18
3533,368,22,17
3534,368,24,14
3535,368,29,16
3536,369,0,17
3537,369,13,17
3538,369,15,14
3539,369,17,11
3540,369,19,12
3541,369,21,8
3542,369,24,5
3543,370,1,7
3544,370,4,18
3545,370,5,14
3546,370,6,5
3547,370,10,13
3548,370,12,5
3549,370,19,10
3550,370,26,14
3551,371,0,9
3552,371,4,19
3553,371,5,13
3554,371,7,9
3555,371,9,13
3556,371,10,6
3557,371,11,14
3558,371,16,15
3559,371,18,7
3560,371,19,7
3561,371,20,8
3562,371,26,16
3563,372,1,7
3564,372,3,6
3565,372,8,9
3566,372,9,9
3567,372,11,12
3568,372,17,10
3569,372,19,13
3570,372,29,6
3571,373,1,18
3572,373,3,16
3573,373,6,18
3574,373,9,7
3575,373,10,16
3576,373,18,19
3577,373,22,11
3578,373,23,19
3579,374,5,10
3580,374,8,5
3581,374,9,7
3582,374,14,15
3583,374,15,5
3584,374,16,7
3585,374,17,8
3586,374,18,13
3587,374,21,13
3588,374,22,13
3589,374,23,18
3590,374,25,10
3591,374,26,17
3592,374,29,17
3593,375,2,6
3594,375,4,6
3595,375,6,6
3596,375,8,9
3597,375,9,17
3598,375,12,13
3599,375,15,8
3600,375,18,14
3601,375,23,13
3602,375,24,19
3603,375,26,12
3604,375,27,10
3605,375,29,7
3606,376,1,17
3607,376,3,9
3608,376,6,7
3609,376,8,16
3610,376,9,18
3611,376,14,17
3612,376,15,7
3613,376,16,19
3614,376,20,9
3615,376,21,13
3616,376,24,13
3617,376,25,6
3618,377,2,17
3619,377,3,18
3620,377,4,7
3621,377,5,9
3622,377,7,16
3623,377,12,9
3624,377,21,13
3625,377,22,11
3626,377,24,12
3627,378,2,17
3628,378,4,14
3629,378,7,17
3630,378,8,5
3631,378,11,10
3632,378,12,8
3633,378,13,12
3634,378,14,11
3635,378,16,8
3636,378,17,19
3637,378,19,19
3638,378,20,11
3639,378,22,10
3640,378,29,13
3641,379,3,13
3642,379,5,19
3643,379,11,17
3644,379,18,7
3645,379,22,15
3646,379,25,11
3647,380,13,15
3648,380,18,18
3649,380,22,12
3650,380,23,6
3651,380,24,6
3652,380,29,18
3653,381,0,17
3654,381,1,18
3655,381,3,14
3656,381,4,12
3657,381,6,6
3658,381,7,6
3659,381,9,10
3660,381,10,14
3661,381,12,17
3662,381,16,6
3663,381,17,14
3664,381,18,7
3665,381,23,16
3666,381,28,7
3667,382,0,5
3668,382,3,15
3669,382,11,8
3670,382,14,7
3671,382,15,8
3672,382,17,10
3673,382,18,9
3674,382,22,17
3675,382,24,8
3676,383,3,10
3677,383,5,17
3678,383,9,13
3679,383,13,6
3680,383,14,5
3681,383,15,12
3682,383,16,6
3683,383,17,7
3684,383,29,9
3685,384,2,5
3686,384,8,6
3687,384,12,18
3688,384,13,7
3689,384,14,8
3690,384,15,6
3691,384,18,19
3692,384,20,11
3693,384,23,7
3694,384,24,6
3695,385,1,18
3696,385,8,6
3697,385,14,19
3698,385,21,7
3699,385,25,6
3700,385,29,19
3701,386,0,9
3702,386,1,19
3703,386,2,18
3704,386,7,6
3705,386,10,13
3706,386,15,7
3707,386,19,14
3708,386,22,10
3709,386,28,8
3710,386,29,16
3711,387,7,15
3712,387,12,7
3713,387,14,7
3714,387,16,14
3715,387,18,14
3716,388,0,18
3717,388,4,13
3718,388,5,19
3719,388,7,6
3720,388,15,14
3721,388,16,12
3722,388,17,7
3723,388,18,6
3724,388,19,9
3725,388,20,6
3726,388,21,10
3727,388,25,6
3728,388,26,7
3729,388,27,14
3730,389,0,12
3731,389,3,14
3732,389,4,12
3733,389,8,11
3734,389,11,8
3735,389,15,16
3736,389,17,9
3737,389,18,10
3738,389,25,8
3739,389,27,12
3740,390,3,17
3741,390,5,13
3742,390,15,6
3743,390,19,13
3744,390,25,5
3745,390,26,15
3746,391,0,7
3747,391,3,17
3748,391,8,6
3749,391,18,6
3750,391,21,10
3751,391,22,10
3752,391,25,19
3753,392,0,14
3754,392,1,7
3755,392,7,8
3756,392,10,9
3757,392,11,6
3758,392,17,10
3759,392,20,16
3760,392,22,11
3761,392,24,8
3762,392,25,12
3763,392,29,15
3764,393,2,6
3765,393,12,17
3766,393,13,14
3767,393,16,12
3768,393,20,5
3769,393,21,7
3770,393,22,10
3771,393,23,18
3772,394,1,18
3773,394,3,8
3774,394,4,18
3775,394,12,19
3776,394,13,6
3777,394,15,8
3778,394,16,19
3779,394,23,16
3780,394,24,19
3781,394,29,16
3782,395,0,15
3783,395,8,10
3784,395,14,6
3785,395,16,8
3786,395,18,6
3787,395,21,17
3788,395,27,6
3789,396,3,15
3790,396,7,7
3791,396,12,6
3792,396,14,17
3793,396,16,16
3794,396,19,11
3795,396,21,5
3796,396,23,10
3797,396,25,10
3798,397,10,9
3799,397,12,15
3800,397,15,16
3801,397,20,14
3802,397,23,12
3803,397,24,17
3804,398,0,5
3805,398,3,16
3806,398,4,17
3807,398,5,9
3808,398,6,16
3809,398,10,13
3810,398,15,5
3811,398,17,15
3812,399,1,19
3813,399,2,5
3814,399,9,12
3815,399,11,19
3816,399,12,15
3817,399,19,16
3818,399,28,13
3819,400,0,5
3820,400,3,19
3821,400,4,18
3822,400,8,19
3823,400,9,5
3824,400,12,19
3825,400,15,16
3826,400,16,11
3827,400,20,11
3828,400,23,11
3829,400,26,19
3830,401,9,10
3831,401,11,10
3832,401,14,14
3833,401,15,17
3834,401,19,8
3835,401,21,16
3836,402,0,18
3837,402,1,13
3838,402,4,7
3839,402,10,7
3840,402,11,15
3841,402,13,5
3842,402,15,6
3843,402,16,16
3844,402,24,7
3845,403,4,12
3846,403,5,19
3847,403,11,7
3848,403,18,5
3849,403,24,7
3850,403,25,16
3851,403,27,9
3852,404,2,13
3853,404,6,11
3854,404,10,7
3855,404,11,7
3856,404,15,11
3857,404,19,6
3858,404,20,19
3859,404,22,10
3860,404,27,17
3861,405,1,19
3862,405,2,7
3863,405,3,6
3864,405,6,15
3865,405,12,6
3866,405,16,12
3867,405,19,17
3868,405,20,7
3869,405,23,10
3870,405,27,14
3871,405,28,10
3872,405,29,11
3873,406,0,16
3874,406,2,18
3875,406,3,6
3876,406,8,11
3877,406,11,7
3878,406,13,16
3879,406,16,12
3880,406,17,12
3881,406,18,11
3882,406,20,9
3883,406,21,19
3884,406,22,19
3885,406,26,13
3886,406,27,9
3887,407,7,9
3888,407,9,6
3889,407,10,9
3890,407,11,11
3891,407,14,9
3892,407,20,5
3893,407,24,10
3894,408,4,8
3895,408,10,14
3896,408,13,7
3897,408,16,18
3898,408,19,11
3899,408,22,9
3900,408,27,17
3901,409,0,17
3902,409,2,11
3903,409,5,16
3904,409,6,6
3905,409,8,16
3906,409,14,18
3907,409,15,9
3908,409,22,11
3909,409,23,15
3910,409,24,12
3911,409,25,15
3912,410,0,6
3913,410,1,12
3914,410,5,5
3915,410,7,7
3916,410,10,15
3917,410,11,12
3918,410,12,5
3919,410,15,17
3920,410,20,16
3921,410,24,7
3922,410,26,17
3923,410,27,12
3924,411,1,16
3925,411,4,15
3926,411,5,16
3927,411,6,17
3928,411,10,16
3929,411,12,17
3930,411,14,17
3931,411,16,14
3932,411,20,12
3933,411,25,14
3934,411,26,16
3935,411,28,19
3936,412,1,9
3937,412,6,16
3938,412,7,10
3939,412,9,17
3940,412,10,15
3941,412,11,15
3942,412,12,11
3943,412,14,7
3944,412,16,18
3945,412,21,15
3946,412,23,13
3947,412,24,12
3948,412,27,7
3949,412,29,11
3950,413,0,16
3951,413,8,5
3952,413,10,7
3953,413,11,14
3954,413,14,15
3955,413,16,12
3956,413,19,9
3957,413,23,11
3958,413,24,9
3959,413,27,18
3960,413,28,8
3961,414,15,19
3962,414,19,5
3963,414,26,12
3964,414,27,11
3965,414,28,18
3966,415,0,9
3967,415,1,8
3968,415,2,9
3969,415,4,18
3970,415,11,19
3971,415,12,14
3972,415,20,9
3973,415,21,12
3974,415,23,7
3975,415,29,7
3976,416,3,10
3977,416,7,11
3978,416,17,11
3979,416,19,16
3980,416,21,11
3981,416,22,13
3982,416,25,16
3983,416,27,17
3984,416,28,18
3985,416,29,13
3986,417,2,11
3987,417,4,11
3988,417,10,6
3989,417,11,9
3990,417,13,6
3991,417,15,19
3992,417,21,11
3993,417,22,16
3994,417,23,17
3995,417,24,15
3996,417,26,17
3997,417,28,10
3998,417,29,7
3999,418,4,14
4000,418,23,13
4001,418,24,10
4002,418,25,15
4003,418,28,5
4004,419,0,18
4005,419,3,11
4006,419,4,10
4007,419,9,6
4008,419,12,10
4009,419,14,18
4010,419,20,18
4011,419,23,7
4012,419,28,19
4013,419,29,10
4014,420,1,14
4015,420,2,5
4016,420,4,8
4017,420,7,17
4018,420,20,16
4019,420,22,18
4020,420,23,19
4021,420,25,15
4022,420,28,8
4023,420,29,9
4024,421,0,7
4025,421,2,5
4026,421,6,14
4027,421,7,19
4028,421,9,7
4029,421,10,16
4030,421,12,19
4031,421,15,14
4032,421,18,15
4033,421,20,13
4034,421,23,16
4035,421,27,13
4036,421,28,8
4037,422,0,6
4038,422,15,13
4039,422,22,9
4040,422,23,8
4041,422,24,18
4042,423,2,6
4043,423,6,6
4044,423,11,14
4045,423,15,15
4046,423,19,5
4047,423,21,10
4048,423,24,10
4049,423,26,13
4050,423,27,9
4051,424,6,13
4052,424,11,15
4053,424,13,8
4054,424,15,12
4055,424,21,12
4056,424,22,13
4057,424,27,16
4058,424,28,7
4059,425,0,12
4060,425,1,13
4061,425,13,7
4062,425,19,5
4063,425,20,10
4064,425,22,12
4065,425,26,6
4066,425,28,11
4067,425,29,7
4068,426,0,17
4069,426,5,15
4070,426,7,18
4071,426,9,5
4072,426,26,9
4073,426,29,6
4074,427,2,13
4075,427,11,14
4076,427,12,12
4077,427,21,13
4078,427,24,15
4079,428,2,8
4080,428,3,14
4081,428,5,11
4082,428,6,13
4083,428,7,11
4084,428,10,14
4085,428,11,8
4086,428,13,8
4087,428,18,12
4088,428,24,16
4089,428,27,11
4090,429,1,10
4091,429,2,14
4092,429,6,9
4093,429,10,10
4094,429,14,17
4095,429,17,15
4096,429,19,11
4097,429,20,17
4098,429,21,19
4099,429,27,6
4100,429,28,5
4101,430,3,19
4102,430,4,18
4103,430,9,11
4104,430,12,17
4105,430,19,17
4106,430,20,8
4107,430,23,14
4108,430,24,8
4109,430,27,7
4110,431,4,5
4111,431,5,8
4112,431,6,19
4113,431,9,8
4114,431,13,13
4115,431,14,19
4116,431,25,11
4117,432,1,11
4118,432,5,10
4119,432,6,15
4120,432,7,9
4121,432,8,9
4122,432,10,13
4123,432,11,11
4124,432,12,11
4125,432,13,8
4126,432,14,16
4127,432,18,14
4128,432,19,18
4129,432,23,13
4130,432,24,14
4131,433,1,18
4132,433,3,5
4133,433,9,11
4134,433,14,9
4135,433,18,19
4136,433,19,14
4137,433,20,16
4138,433,21,8
4139,433,23,8
4140,433,26,9
4141,433,28,18
4142,434,0,15
4143,434,2,16
4144,434,3,7
4145,434,7,19
4146,434,8,12
4147,434,9,15
4148,434,10,17
4149,434,18,5
4150,434,19,5
4151,434,20,6
4152,434,23,7
4153,434,24,15
4154,434,25,12
4155,434,29,6
4156,435,3,12
4157,435,4,11
4158,435,8,14
4159,435,19,8
4160,435,25,7
4161,436,3,18
4162,436,5,11
4163,436,7,17
4164,436,19,5
4165,436,21,19
4166,436,28,6
4167,437,0,12
4168,437,1,19
4169,437,8,10
4170,437,12,11
4171,437,16,10
4172,437,18,16
4173,437,22,5
4174,437,23,9
4175,437,29,15
4176,438,9,14
4177,438,11,8
4178,438,18,12
4179,438,23,18
4180,438,28,12
4181,439,4,12
4182,439,5,5
4183,439,6,5
4184,439,17,11
4185,439,18,17
4186,439,20,18
4187,439,22,12
4188,439,24,12
4189,439,26,9
4190,440,1,17
4191,440,2,10
4192,440,5,6
4193,440,6,10
4194,440,14,10
4195,440,23,6
4196,440,24,10
4197,440,29,5
4198,441,5,10
4199,441,7,13
4200,441,18,18
4201,441,19,6
4202,441,22,15
4203,441,23,14
4204,441,24,15
4205,441,25,7
4206,441,26,6
4207,441,28,10
4208,441,29,5
4209,442,2,8
4210,442,4,8
4211,442,9,14
4212,442,15,17
4213,442,17,15
4214,442,18,17
4215,442,19,13
4216,442,21,16
4217,442,23,15
4218,442,24,19
4219,442,27,5
4220,443,0,17
4221,443,1,14
4222,443,4,12
4223,443,5,17
4224,443,7,14
4225,443,11,6
4226,443,12,15
4227,443,14,8
4228,444,0,11
4229,444,2,16
4230,444,3,9
4231,444,4,5
4232,444,7,17
4233,444,10,11
4234,444,18,15
4235,444,25,13
4236,445,0,17
4237,445,1,14
4238,445,2,10
4239,445,4,11
4240,445,5,11
4241,445,9,13
4242,445,12,7
4243,445,15,19
4244,445,18,9
4245,445,19,17
4246,445,21,8
4247,445,26,5
4248,445,27,7
4249,445,28,15
4250,446,4,8
4251,446,5,17
4252,446,14,15
4253,446,17,9
4254,446,19,19
4255,446,21,16
4256,446,26,19
4257,447,1,8
4258,447,5,15
4259,447,6,16
4260,447,14,12
4261,447,21,12
4262,447,22,15
4263,447,24,12
4264,447,25,18
4265,447,26,19
4266,448,2,6
4267,448,5,5
4268,448,9,10
4269,448,11,17
4270,448,28,8
4271,449,7,14
4272,449,9,15
4273,449,10,11
4274,449,15,8
4275,449,18,14
4276,449,20,10
4277,449,26,16
4278,450,1,14
4279,450,3,5
4280,450,7,16
4281,450,11,19
4282,450,15,15
4283,450,20,13
4284,450,26,11
4285,450,28,18
4286,450,29,13
4287,451,3,18
4288,451,5,18
4289,451,10,7
4290,451,14,16
4291,451,21,12
4292,451,22,10
4293,451,24,13
4294,451,25,15
4295,452,0,18
4296,452,4,13
4297,452,6,12
4298,452,7,14
4299,452,15,14
4300,452,16,8
4301,452,20,14
4302,452,21,8
4303,452,22,12
4304,452,25,18
4305,452,26,18
4306,452,27,16
4307,453,0,16
4308,453,3,11
4309,453,6,14
4310,453,11,12
4311,453,15,18
4312,453,16,11
4313,453,17,11
4314,453,18,11
4315,453,26,7
4316,454,4,12
4317,454,5,19
4318,454,6,19
4319,454,7,10
4320,454,12,12
4321,454,15,8
4322,454,17,8
4323,454,20,13
4324,454,21,18
4325,454,23,19
4326,454,25,10
4327,454,26,6
4328,454,29,10
4329,455,2,6
4330,455,3,9
4331,455,5,5
4332,455,7,6
4333,455,9,18
4334,455,15,6
4335,455,18,11
4336,455,22,12
4337,455,24,14
4338,456,0,14
4339,456,3,5
4340,456,5,11
4341,456,10,8
4342,456,11,7
4343,456,17,13
4344,456,19,14
4345,456,20,17
4346,456,24,17
4347,456,29,9
4348,457,3,17
4349,457,7,18
4350,457,8,13
4351,457,10,16
4352,457,11,17
4353,457,13,15
4354,457,16,6
4355,457,19,16
4356,457,20,12
4357,457,21,9
4358,457,23,8
4359,457,27,15
4360,457,29,11
4361,458,8,15
4362,458,11,14
4363,458,14,12
4364,458,16,7
4365,458,18,11
4366,458,26,18
4367,459,1,7
4368,459,3,16
4369,459,4,17
4370,459,5,16
4371,459,6,9
4372,459,8,19
4373,459,13,10
4374,459,17,19
4375,459,18,10
4376,459,19,8
4377,459,21,17
4378,459,23,6
4379,459,27,19
4380,460,2,15
4381,460,4,12
4382,460,6,7
4383,460,7,19
4384,460,13,11
4385,460,14,13
4386,460,17,19
4387,460,24,8
4388,460,26,12
4389,461,3,18
4390,461,4,16
4391,461,7,5
4392,461,12,8
4393,461,14,10
4394,461,18,16
4395,461,21,18
4396,461,24,9
4397,461,25,15
4398,461,28,18
4399,462,0,15
4400,462,1,18
4401,462,4,5
4402,462,7,7
4403,462,11,19
4404,462,16,5
4405,462,17,17
4406,462,19,18
4407,462,23,11
4408,462,24,14
4409,462,25,9
4410,463,4,7
4411,463,9,12
4412,463,10,11
4413,463,11,8
4414,463,12,15
4415,463,15,17
4416,463,20,12
4417,463,21,16
4418,463,25,6
4419,464,0,19
4420,464,3,11
4421,464,9,16
4422,464,10,5
4423,464,14,13
4424,464,16,7
4425,464,18,15
4426,464,22,16
4427,464,24,15
4428,464,26,16
4429,464,27,15
4430,464,28,12
4431,465,0,16
4432,465,2,13
4433,465,5,7
4434,465,10,10
4435,465,20,6
4436,465,22,5
4437,465,24,7
4438,465,25,8
4439,465,28,17
4440,466,0,9
4441,466,1,6
4442,466,4,17
4443,466,10,16
4444,466,15,11
4445,466,18,15
4446,466,23,16
4447,466,24,18
4448,466,28,13
4449,466,29,10
4450,467,2,9
4451,467,7,11
4452,467,8,8
4453,467,10,8
4454,467,11,16
4455,467,12,19
4456,467,18,17
4457,467,20,13
4458,467,27,19
4459,468,1,10
4460,468,4,6
4461,468,5,15
4462,468,14,9
4463,468,16,13
4464,468,18,16
4465,468,19,6
4466,468,21,13
4467,468,22,16
4468,468,24,10
4469,468,25,14
4470,468,27,14
4471,469,6,15
4472,469,9,15
4473,469,16,13
4474,469,17,16
4475,469,20,11
4476,469,26,17
4477,469,28,9
4478,470,2,10
4479,470,6,18
4480,470,7,18
4481,470,8,12
4482,470,14,17
4483,470,17,5
4484,470,19,13
4485,470,20,10
4486,470,21,16
4487,470,25,10
4488,471,0,9
4489,471,2,16
4490,471,3,8
4491,471,4,12
4492,471,9,16
4493,471,15,8
4494,471,17,8
4495,471,18,14
4496,471,20,12
4497,471,21,14
4498,471,22,14
4499,471,23,12
4500,471,26,19
4501,471,27,14
4502,472,1,6
4503,472,3,5
4504,472,6,14
4505,472,12,17
4506,472,17,18
4507,472,18,13
4508,472,19,13
4509,472,21,10
4510,472,23,19
4511,472,26,5
4512,472,28,16
4513,472,29,7
4514,473,1,5
4515,473,4,18
4516,473,5,7
4517,473,11,16
4518,473,14,5
4519,473,15,7
4520,473,19,14
4521,473,22,14
4522,473,24,17
4523,473,26,8
4524,473,27,6
4525,473,28,6
4526,474,0,16
4527,474,1,17
4528,474,3,18
4529,474,9,8
4530,474,14,12
4531,474,17,11
4532,474,24,12
4533,474,25,10
4534,475,14,10
4535,475,15,15
4536,475,20,7
4537,475,24,11
4538,475,25,8
4539,476,3,18
4540,476,8,10
4541,476,11,6
4542,476,25,17
4543,476,26,10
4544,476,27,13
4545,476,29,16
4546,477,0,18
4547,477,1,18
4548,477,2,8
4549,477,4,5
4550,477,6,15
4551,477,9,14
4552,477,11,11
4553,477,15,7
4554,477,19,9
4555,477,20,7
4556,477,22,19
4557,477,23,17
4558,477,28,6
4559,477,29,19
4560,478,0,18
4561,478,1,18
4562,478,2,6
4563,478,5,17
4564,478,20,6
4565,478,22,7
4566,478,23,18
4567,478,24,19
4568,478,25,13
4569,479,6,12
4570,479,13,15
4571,479,20,10
4572,479,21,8
4573,479,24,7
4574,480,0,17
4575,480,1,14
4576,480,2,6
4577,480,3,6
4578,480,5,8
4579,480,6,9
4580,480,11,12
4581,480,12,15
4582,480,13,11
4583,480,19,9
4584,480,22,13
4585,480,28,14
4586,480,29,13
4587,481,5,12
4588,481,7,10
4589,481,15,8
4590,481,20,19
4591,481,24,12
4592,482,1,13
4593,482,3,14
4594,482,16,6
4595,482,20,5
4596,482,24,18
4597,482,29,11
4598,483,0,13
4599,483,1,6
4600,483,3,17
4601,483,8,5
4602,483,14,7
4603,483,21,12
4604,483,25,14
4605,484,0,5
4606,484,3,17
4607,484,8,19
4608,484,9,12
4609,484,14,19
4610,484,16,6
4611,484,22,18
4612,484,24,11
4613,484,25,14
4614,484,28,15
4615,485,0,8
4616,485,5,5
4617,485,6,18
4618,485,9,6
4619,485,24,7
4620,486,0,17
4621,486,3,13
4622,486,6,11
4623,486,8,12
4624,486,12,12
4625,486,14,10
4626,486,16,18
4627,486,22,13
4628,486,25,9
4629,487,1,17
4630,487,3,11
4631,487,4,19
4632,487,10,14
4633,487,11,16
4634,487,12,10
4635,487,13,10
4636,487,14,7
4637,487,17,14
4638,487,20,19
4639,487,27,9
4640,488,0,10
4641,488,9,9
4642,488,10,10
4643,488,11,15
4644,488,14,5
4645,488,16,14
4646,488,18,17
4647,488,20,17
4648,488,21,14
4649,488,22,11
4650,488,23,5
4651,489,0,19
4652,489,2,19
4653,489,3,9
4654,489,16,10
4655,489,19,11
4656,489,25,9
4657,489,27,16
4658,490,1,17
4659,490,4,15
4660,490,8,15
4661,490,28,19
4662,490,29,5
4663,491,0,16
4664,491,16,12
4665,491,19,10
4666,491,20,7
4667,491,22,15
4668,492,0,14
4669,492,3,8
4670,492,10,14
4671,492,16,16
4672,492,23,10
4673,492,29,11
4674,493,1,15
4675,493,2,5
4676,493,9,5
4677,493,14,6
4678,493,15,10
4679,493,17,19
4680,493,18,11
4681,493,20,17
4682,493,21,18
4683,493,22,16
4684,493,29,12
4685,494,0,14
4686,494,3,13
4687,494,6,6
4688,494,11,16
4689,494,14,19
4690,494,15,8
4691,494,19,15
4692,494,26,17
4693,494,27,11
4694,495,2,10
4695,495,4,17
4696,495,5,11
4697,495,6,15
4698,495,11,14
4699,495,12,9
4700,495,15,15
4701,495,18,5
4702,495,19,5
4703,495,20,16
4704,495,22,7
4705,495,24,16
4706,496,3,17
4707,496,4,19
4708,496,11,11
4709,496,12,18
4710,496,14,16
4711,496,16,17
4712,497,0,9
4713,497,2,13
4714,497,3,8
4715,497,6,8
4716,497,7,6
4717,497,8,5
4718,497,9,18
4719,497,10,12
4720,497,12,6
4721,497,15,7
4722,497,17,6
4723,497,18,5
4724,497,23,15
4725,497,27,12
4726,498,2,12
4727,498,3,15
4728,498,4,7
4729,498,6,9
4730,498,7,12
4731,498,9,5
4732,498,15,14
4733,498,16,17
4734,498,19,17
4735,498,21,10
4736,498,23,16
4737,498,26,14
4738,498,27,7
4739,498,28,12
4740,499,0,17
4741,499,2,17
4742,499,3,12
4743,499,16,16
4744,499,18,14
4745,499,22,14
4746,499,23,7
4747,499,24,9
4748,499,25,11
4749,499,27,14
4750,499,29,11
4751,500,2,17
4752,500,10,6
4753,500,14,18
4754,500,17,15
4755,500,19,10
4756,500,27,11
4757,501,1,11
4758,501,8,10
4759,501,9,16
4760,501,18,5
